Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class
46537.0,820.169,334.133,177.3325,1.8842,0.847545,46863.0,243.4186,0.716279,0.993043,0.869361,0.728508,0.00718,0.0038106,0.530724,0.72344,SIRA
27126.0,600.33,240.4164,143.6595,1.6735,0.801836,27387.0,185.8443,0.833711,0.990488,0.945841,0.77301,0.0088629,0.005296,0.597545,0.765657,DERMASON
40232.0,736.243,287.3781,178.2481,1.6122,0.784399,40522.0,226.3285,0.850909,0.992833,0.932687,0.787564,0.0071431,0.0044305,0.620257,0.781919,SIRA
31209.0,642.95,231.2589,171.8284,1.3459,0.669277,31628.0,199.341,0.714596,0.98675,0.948722,0.861982,0.0074099,0.0055057,0.743013,0.850561,DERMASON
48418.0,785.894,282.3269,218.3571,1.293,0.633895,49456.0,248.2903,0.861009,0.979017,0.985125,0.879443,0.005831,0.0045098,0.773419,0.860989,SEKER
28810.0,632.414,247.0807,148.4622,1.6643,0.799351,29020.0,191.5258,0.74706,0.992764,0.905213,0.775155,0.0085762,0.0051531,0.600865,0.769545,DERMASON
25321.0,601.671,243.0252,132.6597,1.8319,0.837871,25756.0,179.554,0.733496,0.9831,0.878966,0.738829,0.0095978,0.0052391,0.545868,0.726342,DERMASON
42415.0,753.802,299.9067,180.072,1.6655,0.79968,42711.0,232.3893,0.76592,0.993067,0.938032,0.774872,0.0070707,0.0042455,0.600427,0.7695,SIRA
55425.0,910.721,376.2817,187.5454,2.0063,0.866937,56311.0,265.65,0.87,0.984274,0.839747,0.705987,0.006789,0.0033837,0.498418,0.694885,HOROZ
31030.0,643.052,245.7433,160.7711,1.5285,0.756301,31406.0,198.7672,0.723788,0.988033,0.942968,0.808841,0.0079196,0.0051812,0.654224,0.799162,DERMASON
48417.0,806.535,294.1007,209.6114,1.4031,0.701449,48775.0,248.2879,0.783937,0.992662,0.935328,0.844227,0.0060743,0.0043293,0.71272,0.838033,SIRA
49181.0,822.924,317.4186,197.2762,1.609,0.783413,49893.0,250.2382,0.751408,0.98572,0.912615,0.788354,0.0064541,0.0040112,0.621502,0.777096,SIRA
42690.0,796.476,323.3359,168.1046,1.9234,0.854223,43136.0,233.14,0.788196,0.989644,0.845645,0.721046,0.0075741,0.0039378,0.519907,0.713579,SIRA
44184.0,747.93,288.2444,195.1702,1.4769,0.735891,44793.0,237.185,0.734631,0.986397,0.992548,0.822861,0.0065237,0.0044172,0.6771,0.811667,SIRA
37329.0,720.254,283.1776,167.8386,1.6872,0.805425,37498.0,218.0095,0.735538,0.995477,0.904231,0.769869,0.0075861,0.0044963,0.592698,0.766387,DERMASON
33816.0,668.192,267.4965,160.9572,1.6619,0.798709,34427.0,207.4982,0.699792,0.982255,0.951757,0.775704,0.0079104,0.0047598,0.601717,0.76194,DERMASON
97253.0,1120.552,400.7396,308.996,1.2969,0.636757,97949.0,351.8905,0.835488,0.992901,0.97331,0.878103,0.0041206,0.0031772,0.771064,0.871869,BARBUNYA
69547.0,989.058,390.4669,226.7793,1.7218,0.814053,70438.0,297.5732,0.800673,0.987354,0.893397,0.762096,0.0056144,0.0032608,0.58079,0.752458,CALI
46271.0,811.177,322.1219,182.8924,1.7613,0.823185,46889.0,242.7213,0.690923,0.986806,0.883658,0.753508,0.0069617,0.0039527,0.567774,0.743566,SIRA
43457.0,774.603,302.3174,183.0233,1.6518,0.795921,43645.0,235.2257,0.849251,0.995682,0.910146,0.778075,0.0069567,0.0042116,0.605401,0.774716,DERMASON
41632.0,730.247,270.1894,196.1844,1.3772,0.68759,42059.0,230.2323,0.761013,0.989842,0.981054,0.852115,0.00649,0.0047124,0.726099,0.843459,SEKER
27610.0,606.682,227.7471,154.3551,1.4755,0.735294,28009.0,187.4938,0.818251,0.985752,0.942652,0.823254,0.0082488,0.0055906,0.677748,0.811525,DERMASON
62170.0,936.619,389.7914,203.0752,1.9194,0.853566,62798.0,281.3485,0.74105,0.989996,0.89056,0.721792,0.0062698,0.0032665,0.520984,0.714572,CALI
184234.0,1594.234,584.118,401.5869,1.4545,0.726175,187623.0,484.3286,0.801829,0.981937,0.910911,0.829162,0.0031705,0.0021798,0.68751,0.814185,BOMBAY
69954.0,948.021,373.6184,238.3922,1.5672,0.769984,71065.0,298.4422,0.756436,0.984355,0.978101,0.798789,0.0053409,0.0034079,0.638064,0.786292,BARBUNYA
61959.0,898.688,330.5385,238.6684,1.3849,0.691831,62240.0,280.872,0.727624,0.995487,0.964049,0.849741,0.0053348,0.003852,0.722059,0.845906,BARBUNYA
30137.0,642.752,245.6319,156.2163,1.5724,0.771708,30652.0,195.887,0.730202,0.983215,0.916693,0.797482,0.0081505,0.0051835,0.635977,0.784096,DERMASON
58099.0,929.768,396.1007,186.7538,2.121,0.881876,58743.0,271.9804,0.846207,0.98903,0.844551,0.686644,0.0068177,0.0032144,0.471481,0.679112,HOROZ
31347.0,653.655,243.3268,164.0284,1.4834,0.738633,31743.0,199.7812,0.781893,0.987527,0.921959,0.82104,0.0077623,0.0052326,0.674107,0.8108,DERMASON
56272.0,939.049,385.6609,185.7778,2.0759,0.876329,57088.0,267.67,0.777884,0.985691,0.801904,0.694055,0.0068536,0.0033014,0.481713,0.684124,HOROZ
32635.0,651.767,242.516,171.3375,1.4154,0.707713,33160.0,203.8433,0.665924,0.98416,0.965401,0.840535,0.0074312,0.0052501,0.7065,0.827221,SIRA
32375.0,671.497,253.1216,162.8511,1.5543,0.765554,32879.0,203.0299,0.80246,0.984666,0.90226,0.802104,0.0078184,0.0050302,0.643371,0.789805,DERMASON
30319.0,649.023,254.5368,151.6601,1.6783,0.803112,30621.0,196.4767,0.778495,0.990124,0.904486,0.771899,0.0083953,0.0050022,0.595828,0.764275,DERMASON
64606.0,960.448,387.4035,212.3354,1.8245,0.836413,65041.0,286.8091,0.697297,0.993325,0.880112,0.740337,0.0059964,0.0032866,0.548099,0.735395,CALI
47855.0,830.147,328.8199,185.3028,1.7745,0.82609,48713.0,246.8426,0.759635,0.982399,0.87263,0.750692,0.0068711,0.0038721,0.563539,0.737479,SIRA
69099.0,1004.37,409.3924,214.9015,1.905,0.851147,69869.0,296.6126,0.720599,0.988975,0.860779,0.724519,0.0059248,0.0031101,0.524928,0.716531,CALI
44142.0,780.448,304.6948,184.4562,1.6519,0.795937,44970.0,237.0714,0.792005,0.981589,0.910688,0.778062,0.0069027,0.0041787,0.60538,0.763737,SIRA
31007.0,665.207,253.6936,155.6161,1.6303,0.789771,31485.0,198.6928,0.766108,0.98481,0.880541,0.7832,0.0081819,0.0050188,0.613402,0.771303,DERMASON
57686.0,924.944,387.9193,189.3377,2.0488,0.872796,59234.0,271.0125,0.743368,0.973865,0.84732,0.698631,0.0067247,0.0032822,0.488085,0.680372,HOROZ
74144.0,984.766,350.2244,269.5505,1.2993,0.638465,74486.0,307.251,0.87,0.995412,0.960772,0.877297,0.0047236,0.0036355,0.769651,0.873272,BARBUNYA
39065.0,724.897,279.3128,178.0782,1.5685,0.770402,39530.0,223.0236,0.777736,0.988238,0.934219,0.798473,0.0071499,0.0045585,0.637558,0.789081,SIRA
34407.0,686.581,271.8045,161.1745,1.6864,0.805218,34893.0,209.3035,0.74763,0.986054,0.91721,0.770052,0.0078998,0.0046844,0.592979,0.759312,DERMASON
78432.0,1005.983,390.9654,255.4261,1.5306,0.757081,79880.0,316.0107,0.711887,0.981871,0.973917,0.808283,0.0049848,0.0032567,0.653321,0.79363,BARBUNYA
27901.0,634.182,245.0983,144.9421,1.691,0.806405,28194.0,188.4809,0.672278,0.989612,0.871779,0.769001,0.0087845,0.0051948,0.591363,0.761013,DERMASON
56454.0,917.241,390.2005,184.2108,2.1182,0.881549,57120.0,268.1029,,0.988336,0.84321,0.68709,0.0069119,0.003263,0.472093,0.679076,HOROZ
37597.0,702.179,264.7796,180.7923,1.4646,0.730603,37964.0,218.7924,0.813774,0.990326,0.958227,0.826319,0.0070426,0.0048087,0.682803,0.818325,DERMASON
67702.0,974.439,374.3265,230.2828,1.6255,0.788377,68582.0,293.6,0.783812,0.987172,0.895989,0.784342,0.005529,0.0034014,0.615192,0.77428,CALI
41075.0,782.155,313.0813,167.0443,1.8742,0.845769,41421.0,228.6886,0.725127,0.991644,0.843729,0.730445,0.0076222,0.0040668,0.533549,0.724341,SIRA
78045.0,1035.434,406.1895,244.6395,1.6604,0.798286,79291.0,315.2301,0.692102,0.984286,0.914767,0.776066,0.0052046,0.0031346,0.602279,0.763871,BARBUNYA
66579.0,967.597,374.4636,226.38,1.6541,0.796571,67675.0,291.1547,0.723499,0.983812,0.893632,0.777525,0.0056243,0.0034002,0.604545,0.764938,BARBUNYA
34272.0,674.816,259.7416,168.0008,1.5461,0.76266,34551.0,208.8942,0.769826,0.991926,0.945762,0.804239,0.0075788,0.0049019,0.6468,0.797746,DERMASON
74083.0,985.003,361.7655,260.7374,1.3875,0.69321,75088.0,307.125,0.757555,0.986616,0.959522,0.848962,0.0048832,0.0035195,0.720736,0.837599,BARBUNYA
33360.0,666.365,257.7624,164.7845,1.5642,0.768967,33937.0,206.0953,0.751817,0.98301,0.944085,0.799555,0.0077267,0.0049396,0.639288,0.785971,SEKER
86297.0,1142.139,462.6252,237.5065,1.9478,0.858156,87018.0,331.4762,0.737274,0.99171,0.831316,0.716511,0.0053609,0.0027522,0.513389,0.710572,CALI
76899.0,1016.747,392.5751,249.4067,1.574,0.772258,77466.0,312.9071,0.739569,0.99268,0.934771,0.797063,0.0051051,0.0032433,0.63531,0.791229,CALI
55094.0,978.594,419.3932,167.2593,2.5074,0.917032,55996.0,264.8536,0.783101,0.983889,0.722947,0.631516,0.0076124,0.0030359,0.398813,0.621342,HOROZ
34075.0,669.183,243.6116,178.0951,1.3679,0.682312,34367.0,208.2931,0.723951,0.991501,0.956224,0.855021,0.0071492,0.0052265,0.731061,0.847754,SEKER
27863.0,631.128,251.4877,141.0663,1.7828,0.827865,28367.0,188.3519,0.731257,0.982242,0.879034,0.748951,0.0090258,0.0050628,0.560927,0.735651,DERMASON
75416.0,1025.679,388.288,247.2972,1.5701,0.770954,75852.0,309.8751,0.762732,0.994245,0.900844,0.798055,0.0051486,0.0032791,0.636891,0.793462,CALI
69476.0,963.883,350.137,252.6445,1.3859,0.692353,70586.0,297.4226,0.71834,0.984277,0.939721,0.849446,0.0050396,0.0036364,0.721559,0.83609,BARBUNYA
30555.0,642.91,240.7821,161.5745,1.4902,0.741421,30978.0,197.2416,0.710703,0.986354,0.928957,0.819171,0.0078802,0.0052879,0.67104,0.807992,DERMASON
69287.0,940.243,337.9269,261.0584,1.2944,0.634979,70424.0,297.0163,0.843355,0.983846,0.984871,0.878936,0.0048772,0.0037678,0.772529,0.864738,BARBUNYA
36204.0,678.121,234.0849,196.9236,1.1887,0.540649,36551.0,214.7017,0.735565,0.99053,0.989365,0.917196,0.0064657,0.0054392,0.841248,0.90851,SEKER
72080.0,1026.343,406.7401,225.6365,1.8026,0.832021,73335.0,302.9445,0.756464,0.982895,0.859887,0.744811,0.0056429,0.0031304,0.554744,0.732072,CALI
33026.0,650.054,251.3404,167.3041,1.5023,0.746266,33487.0,205.0616,0.685931,0.986247,0.982132,0.815872,0.0076103,0.0050658,0.665647,0.804651,SEKER
31533.0,636.106,241.3312,166.3653,1.4506,0.724414,31955.0,200.3725,0.759253,0.986796,0.979302,0.83028,0.0076533,0.0052759,0.689365,0.819317,DERMASON
67540.0,983.937,385.826,222.8828,1.7311,0.816265,68853.0,293.2473,0.794103,0.980922,0.876664,0.760051,0.0057126,0.0033,0.577677,0.745551,BARBUNYA
64827.0,952.109,391.2738,210.9532,1.8548,0.842213,65803.0,287.2986,0.736642,0.985172,0.898655,0.734265,0.0060356,0.0032541,0.539145,0.723377,CALI
41498.0,738.818,278.1399,189.9674,1.4641,0.730426,42084.0,229.8641,0.720126,0.986078,0.955361,0.826433,0.0067024,0.0045777,0.682992,0.814928,SIRA
57512.0,921.395,383.948,190.7202,2.0131,0.867903,58300.0,270.6042,0.75221,0.986483,0.851289,0.704794,0.006676,0.0033162,0.496734,0.695267,HOROZ
166270.0,1496.796,593.793,356.5237,1.6655,0.799687,169316.0,460.11,0.746823,0.982011,0.932606,0.774866,0.0035713,0.0021442,0.600418,0.760927,BOMBAY
39004.0,709.724,259.8794,191.0933,1.36,0.677725,39800.0,222.848,0.77601,0.980001,0.973057,0.857505,0.0066629,0.0048993,0.735315,0.840356,SEKER
36933.0,690.74,243.2593,193.309,1.2584,0.607052,37445.0,216.8507,0.756561,0.986323,0.97273,0.891438,0.0065866,0.0052341,0.794662,0.879246,SEKER
71147.0,982.728,375.4816,241.2575,1.5564,0.766262,71954.0,300.978,0.748373,0.988787,0.925768,0.801579,0.0052775,0.003391,0.642528,0.79259,BARBUNYA
46889.0,825.346,328.023,182.003,1.8023,0.831952,47157.0,244.3382,0.779902,0.994319,0.86499,0.744881,0.0069957,0.0038816,0.554848,0.740649,SIRA
73154.0,1010.315,386.6154,240.9168,1.6048,0.782108,74460.0,305.1919,0.770615,0.982461,0.9006,0.789394,0.005285,0.0032933,0.623143,0.775549,CALI
81239.0,1067.317,424.9793,243.3936,1.7461,0.819752,82136.0,321.6166,0.712878,0.989087,0.896169,0.756782,0.0052312,0.002996,0.572719,0.748523,CALI
64754.0,982.052,397.9895,207.159,1.9212,0.853853,65508.0,287.1361,0.794494,0.988489,0.843735,0.721466,0.0061462,0.0031992,0.520514,0.713162,CALI
27637.0,593.82,218.7334,160.8756,1.3596,0.677539,27948.0,187.587,0.729334,0.988893,0.984906,0.857605,0.0079144,0.005821,0.735487,0.84808,DERMASON
30779.0,666.716,262.2664,149.425,1.7552,0.821822,30808.0,197.9625,,0.999063,0.870128,0.754815,0.0085209,0.0048548,0.569745,0.754107,DERMASON
37872.0,748.547,287.4826,167.7312,1.7139,0.81215,38615.0,219.5901,0.779054,0.980744,0.849351,0.763838,0.007591,0.0044289,0.583448,0.74913,SIRA
43802.0,751.167,281.208,198.3251,1.4179,0.708948,44470.0,236.158,0.749255,0.984975,0.975511,0.839798,0.00642,0.0045277,0.705261,0.827181,SIRA
25542.0,598.972,246.6604,131.8453,1.8708,0.845155,25913.0,180.3358,0.745673,0.985698,0.894645,0.73111,0.0096571,0.0051619,0.534522,0.720654,DERMASON
32678.0,688.935,274.4267,151.613,1.81,0.833532,33039.0,203.9771,0.774012,0.989082,0.86518,0.743285,0.008398,0.0046396,0.552472,0.735169,DERMASON
37392.0,690.296,225.3176,211.2969,1.0664,0.347247,37631.0,218.1947,0.763859,0.993659,0.986093,0.968387,0.0060258,0.0056509,0.937774,0.962247,SEKER
29492.0,627.609,239.6149,156.7123,1.529,0.75648,29914.0,193.7798,0.773955,0.985898,0.940889,0.808713,0.0081247,0.0053137,0.654017,0.797309,DERMASON
172083.0,1471.873,548.4876,399.4671,1.373,0.685251,174156.0,468.0841,0.696473,0.988097,0.998176,0.853409,0.0031873,0.0023214,0.728307,0.843251,BOMBAY
72060.0,1013.187,403.0539,227.6365,1.7706,0.825242,72940.0,302.9022,0.741628,0.987931,0.882115,0.751518,0.0055933,0.003159,0.564779,0.742448,CALI
52134.0,822.309,314.4962,211.0635,1.4901,0.741352,52674.0,257.6406,0.748353,0.989745,0.968855,0.819217,0.0060325,0.0040485,0.671116,0.810816,SIRA
28700.0,625.281,239.3722,152.6596,1.568,0.770244,29143.0,191.1608,0.659615,0.984805,0.922459,0.798592,0.0083404,0.0053191,0.63775,0.786458,DERMASON
34200.0,697.277,273.8855,158.9894,1.7227,0.814263,34596.0,208.6741,0.740286,0.988546,0.883948,0.761903,0.0080083,0.0046488,0.580496,0.753176,DERMASON
50162.0,919.45,397.5699,160.6455,2.4748,0.914729,50859.0,252.7208,0.72072,0.986279,0.745634,0.635664,0.0079258,0.0032026,0.404069,0.626942,HOROZ
76440.0,1011.79,381.4116,255.1748,1.4947,0.743238,77403.0,311.9722,0.774583,0.987563,0.93832,0.817941,0.0049897,0.0033382,0.669027,0.807768,BARBUNYA
32539.0,663.982,252.2738,164.2278,1.5361,0.759086,32913.0,203.5445,0.731561,0.988655,0.927483,0.80684,0.0077529,0.0050471,0.65099,0.797686,DERMASON
67210.0,928.381,359.8247,237.822,1.513,0.75044,68286.0,292.5307,0.87,0.984235,0.97992,0.812981,0.0053538,0.0035385,0.660938,0.800164,BARBUNYA
56692.0,910.897,374.155,192.9212,1.9394,0.856818,57342.0,268.6678,0.715536,0.988665,0.858604,0.718066,0.0065998,0.003403,0.515618,0.709927,HOROZ
177329.0,1553.225,603.0125,374.4244,1.6105,0.783872,179766.0,475.1659,0.702054,0.986445,0.92368,0.787987,0.0034005,0.0021115,0.620923,0.777305,BOMBAY
38519.0,710.981,253.1424,193.7427,1.3066,0.643614,38812.0,221.4599,0.838087,0.992465,0.957577,0.874843,0.0065718,0.0050297,0.765351,0.868251,SEKER
58112.0,944.602,399.3136,185.2958,2.155,0.885816,58756.0,272.0131,0.749127,0.989051,0.818429,0.681202,0.0068714,0.0031886,0.464036,0.673743,HOROZ
43668.0,766.856,277.0834,200.6604,1.3809,0.689603,44070.0,235.7958,0.745438,0.990878,0.933135,0.850992,0.0063452,0.0045951,0.724188,0.84323,SEKER
40386.0,725.198,282.6129,181.9498,1.5532,0.765183,40823.0,226.7627,0.723959,0.989294,0.965005,0.802379,0.0069978,0.0045052,0.643813,0.793789,SEKER
73142.0,988.318,396.9638,234.5996,1.6921,0.806683,74358.0,305.168,0.781258,0.983649,0.940988,0.768755,0.0054273,0.0032074,0.590985,0.756185,CALI
85940.0,1130.751,460.3073,237.7148,1.9364,0.856332,87059.0,330.7897,0.74283,0.987147,0.844637,0.718628,0.0053562,0.0027661,0.516426,0.709391,CALI
75530.0,1053.686,415.1002,231.674,1.7917,0.829763,76789.0,310.1095,0.799579,0.983611,0.854885,0.747072,0.0054958,0.0030673,0.558116,0.734828,CALI
33230.0,671.242,266.5856,158.7105,1.6797,0.80347,33680.0,205.6938,0.783417,0.986629,0.926795,0.771586,0.0080224,0.0047761,0.595345,0.761269,DERMASON
42109.0,746.399,286.4725,187.1545,1.5307,0.757093,42869.0,231.5483,0.811248,0.982278,0.94982,0.808274,0.0068031,0.0044445,0.653307,0.79395,SEKER
46277.0,812.995,321.7472,183.1321,1.7569,0.822213,46748.0,242.7391,0.722548,0.98994,0.879839,0.75444,0.0069526,0.0039573,0.56918,0.74685,SIRA
72667.0,997.107,404.4022,228.7886,1.7676,0.82458,73578.0,304.1753,0.69929,0.987619,0.918468,0.75216,0.0055651,0.0031484,0.565745,0.742848,CALI
65953.0,995.187,377.7428,222.303,1.6992,0.808495,66804.0,289.7816,0.765183,0.987251,0.836819,0.76714,0.0057275,0.0033707,0.588504,0.75736,CALI
82409.0,1097.341,429.9407,244.0497,1.7617,0.82328,83817.0,323.9242,0.683052,0.983209,0.86001,0.753416,0.0052171,0.0029614,0.567636,0.740765,CALI
45685.0,781.827,294.4551,197.543,1.4906,0.741569,46242.0,241.1795,0.710062,0.987945,0.939203,0.819071,0.0064454,0.0043241,0.670877,0.809196,SEKER
54228.0,890.569,356.7274,193.5515,1.8431,0.840007,54627.0,262.7644,0.803841,0.992696,0.859207,0.736597,0.0065783,0.0035692,0.542575,0.731217,HOROZ
68764.0,935.993,342.9484,255.296,1.3433,0.667717,69472.0,295.8941,0.760141,0.989818,0.986341,0.862795,0.0049873,0.0037126,0.744415,0.85401,BARBUNYA
31427.0,663.926,261.499,153.0158,1.709,0.810926,32015.0,200.0337,0.759354,0.981633,0.895915,0.76495,0.008321,0.004869,0.585148,0.7509,DERMASON
46973.0,799.96,307.1555,194.7173,1.5774,0.773385,47537.0,244.5578,0.799406,0.988142,0.922414,0.796202,0.0065389,0.0041453,0.633937,0.78676,SIRA
44837.0,760.697,279.1988,204.4717,1.3655,0.680927,45289.0,238.9315,0.711452,0.990017,0.973696,0.855776,0.006227,0.0045603,0.732352,0.847233,SEKER
71736.0,1015.502,395.2706,231.0735,1.7106,0.811325,72680.0,302.2194,0.724578,0.986999,0.874143,0.764589,0.0055101,0.0032212,0.584596,0.754648,CALI
47424.0,852.238,336.3601,179.5161,1.8737,0.845673,48312.0,245.7276,0.827189,0.981613,0.820514,0.730549,0.0070926,0.0037853,0.533702,0.717116,HOROZ
46823.0,837.113,344.178,173.2158,1.987,0.864127,47363.0,244.166,0.668811,0.988609,0.839658,0.709418,0.0073506,0.0036994,0.503274,0.701337,HOROZ
91400.0,1107.423,415.1743,280.3013,1.4812,0.737688,92475.0,341.1362,0.722741,0.988375,0.936543,0.82167,0.0045424,0.0030668,0.675141,0.812118,BARBUNYA
35197.0,680.192,253.6465,176.6803,1.4356,0.717497,35479.0,211.694,0.737337,0.992044,0.955991,0.834602,0.0072065,0.0050197,0.696561,0.827963,SEKER
79817.0,1040.683,398.7622,254.8538,1.5647,0.769113,80744.0,318.7884,0.754963,0.98852,0.926122,0.799445,0.004996,0.003193,0.639112,0.790267,BARBUNYA
32709.0,687.227,270.6699,153.8634,1.7592,0.822715,33075.0,204.074,0.739938,0.988941,0.870311,0.753959,0.0082751,0.004704,0.568454,0.745621,DERMASON
31931.0,652.273,246.4872,164.9428,1.4944,0.743106,32373.0,201.6341,0.692129,0.986349,0.943124,0.818031,0.0077193,0.0051655,0.669174,0.806863,DERMASON
64731.0,947.781,366.8989,224.6331,1.6333,0.790666,65433.0,287.0848,0.699889,0.989269,0.905533,0.782463,0.0056681,0.0034703,0.612248,0.774066,BARBUNYA
44364.0,781.479,301.5408,187.3267,1.6097,0.783627,44967.0,237.6692,0.771748,0.986612,0.912874,0.788183,0.0067969,0.0042224,0.621232,0.77763,SIRA
60119.0,895.38,349.2292,219.1849,1.5933,0.778516,60810.0,276.6691,0.810862,0.98864,0.942336,0.792228,0.005809,0.0036459,0.627625,0.783228,CALI
58306.0,913.116,366.8382,202.3709,1.8127,0.834067,58817.0,272.4654,0.816328,0.991307,0.87876,0.74274,0.0062916,0.0034708,0.551663,0.736284,BARBUNYA
46180.0,777.134,289.5926,203.0389,1.4263,0.713044,46485.0,242.4841,0.788092,0.993451,0.960892,0.837328,0.0062709,0.0043967,0.701119,0.831845,SEKER
32643.0,646.389,245.8463,169.0588,1.4542,0.726032,33179.0,203.8688,0.808381,0.983846,0.981777,0.829253,0.0075313,0.005179,0.68766,0.815857,DERMASON
73043.0,966.318,338.593,274.6689,1.2327,0.58476,73292.0,304.9606,0.73619,0.996595,0.982986,0.90067,0.0046355,0.0037604,0.811207,0.897603,BARBUNYA
91048.0,1167.757,462.2065,250.8097,1.8429,0.839968,92771.0,340.4789,0.714242,0.981424,0.839026,0.736638,0.0050765,0.0027547,0.542636,0.722955,CALI
49497.0,875.835,362.8533,173.6822,2.0892,0.878002,50017.0,251.0401,0.657845,0.989605,0.810851,0.69185,0.0073309,0.003509,0.478657,0.684659,HOROZ
44395.0,759.135,282.064,200.3975,1.4075,0.703729,44813.0,237.7497,0.748803,0.99066,0.96806,0.842893,0.0063536,0.004514,0.710468,0.83502,SIRA
29024.0,638.82,239.1799,154.5046,1.548,0.763357,29246.0,192.2353,0.793714,0.992411,0.893737,0.803727,0.0082408,0.0053234,0.645977,0.797628,DERMASON
40413.0,741.122,289.2753,177.876,1.6263,0.788603,41035.0,226.8372,0.699582,0.984848,0.924589,0.784157,0.007158,0.0044015,0.614902,0.772275,DERMASON
45195.0,773.385,285.6687,201.4356,1.4182,0.709071,45506.0,239.883,0.75358,0.993152,0.949526,0.839725,0.0063208,0.004457,0.705137,0.833974,SIRA
51038.0,813.935,296.2934,219.3213,1.351,0.672368,51874.0,254.9185,0.714625,0.983877,0.968106,0.860358,0.0058054,0.0042972,0.740217,0.846487,SIRA
67493.0,987.549,376.6174,228.1758,1.6506,0.795575,67862.0,293.1467,0.78683,0.994562,0.869665,0.778367,0.0055801,0.0033807,0.605856,0.774135,CALI
29865.0,655.688,255.7218,148.6972,1.7197,0.813561,29963.0,195.0003,0.75639,0.996709,0.872922,0.762548,0.0085626,0.004979,0.58148,0.760039,DERMASON
77269.0,996.317,373.713,263.2537,1.4196,0.709776,77888.0,313.658,0.744598,0.992044,0.978177,0.839302,0.0048366,0.003407,0.704427,0.832624,BARBUNYA
47571.0,823.638,328.5197,184.3687,1.7819,0.827673,48080.0,246.1072,0.789774,0.989403,0.881203,0.74914,0.0069059,0.0038757,0.561211,0.741201,SIRA
35827.0,687.906,245.5929,185.7388,1.3222,0.65424,36169.0,213.5794,0.840595,0.990532,0.951393,0.869648,0.006855,0.0051843,0.756287,0.861414,SEKER
33963.0,675.438,249.0211,173.6521,1.434,0.716742,34403.0,207.9496,0.71116,0.987218,0.935502,0.835068,0.0073321,0.005113,0.697339,0.824395,SEKER
46691.0,806.976,323.6301,183.6929,1.7618,0.823303,46870.0,243.8207,0.773542,0.996178,0.90099,0.753393,0.0069313,0.0039342,0.567601,0.750514,SIRA
36688.0,693.93,268.9399,173.6919,1.5484,0.763474,37182.0,216.1311,0.802703,0.986726,0.957421,0.803641,0.0073304,0.0047343,0.645839,0.792974,SIRA
46160.0,816.375,328.6169,178.8489,1.8374,0.838925,47010.0,242.431,0.847676,0.981927,0.870356,0.737731,0.0071191,0.0038745,0.544247,0.724399,SIRA
52769.0,895.854,369.2217,181.9696,2.029,0.870116,53583.0,259.2048,0.749802,0.984801,0.82625,0.70203,0.006997,0.0034484,0.492846,0.69136,HOROZ
83009.0,1088.464,428.7405,246.5131,1.7392,0.818174,84263.0,325.1002,0.787567,0.985114,0.880452,0.758268,0.005165,0.0029697,0.57497,0.74698,CALI
27322.0,618.076,236.2007,147.2818,1.6037,0.781787,27605.0,186.5156,0.697857,0.989778,0.898765,0.789649,0.0086449,0.0053905,0.623545,0.781577,DERMASON
37111.0,724.573,286.7028,164.8076,1.7396,0.818267,37746.0,217.3725,0.649487,0.983157,0.888268,0.758181,0.0077256,0.004441,0.574838,0.745411,DERMASON
80171.0,983.417,327.3847,311.7949,1.05,0.304911,81320.0,319.4947,0.830268,0.985869,1.041721,0.9759,0.0040836,0.0038891,0.952381,0.962109,BARBUNYA
35042.0,682.246,253.5482,175.9717,1.4408,0.71994,35582.0,211.2281,0.759153,0.984847,0.946066,0.833089,0.0072355,0.0050217,0.694037,0.820465,DERMASON
27972.0,597.292,212.9157,167.2733,1.2729,0.618695,28103.0,188.7197,0.817563,0.995352,0.985281,0.886359,0.0076117,0.00598,0.785632,0.882238,DERMASON
29930.0,647.567,246.2962,154.7242,1.5918,0.778049,30155.0,195.2127,0.80242,0.992521,0.896903,0.792593,0.0082291,0.0051695,0.628204,0.786666,SEKER
38998.0,737.03,283.9606,174.8636,1.6239,0.787901,39195.0,222.8326,0.782831,0.994975,0.902166,0.784731,0.0072813,0.0044839,0.615802,0.780787,DERMASON
58601.0,959.172,401.0024,186.0649,2.1552,0.885835,59682.0,273.1529,0.802544,0.981882,0.80042,0.681175,0.006843,0.0031751,0.464,0.668834,HOROZ
84962.0,1111.627,434.0736,249.2134,1.7418,0.818766,86667.0,328.9027,0.7937,0.980332,0.864005,0.757712,0.005109,0.0029332,0.574127,0.742809,CALI
30406.0,635.722,239.4051,161.7085,1.4805,0.737397,31120.0,196.7583,0.80502,0.977057,0.945434,0.821864,0.0078737,0.0053183,0.67546,0.803008,DERMASON
27424.0,624.127,245.7176,142.1046,1.7291,0.815807,27955.0,186.8626,0.721534,0.981016,0.884705,0.760477,0.0089599,0.0051817,0.578325,0.74604,DERMASON
34796.0,726.47,301.544,146.9244,2.0524,0.873268,35182.0,210.4855,0.770047,0.989043,0.828531,0.698026,0.008666,0.0042224,0.48724,0.690378,DERMASON
